Course ID,Eff Date,Offer Nbr,Institution,Acad Group,Subject,Catalog,Approved,Campus,Sch Print,Cat Print,Print,Acad Org,Career,Split Ownr,Term Roll,Rq Group,CIP Code,HEGIS Code,Blind Grd,From ItemTyp,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Ext Wrtoff,Required,Group,Schedule Course,Dynamic Data,Allow OEE Enrl,OEE Dynamic Dt,Typically Offer,Exam Only,Created By,Created,By,Updated
210274,1/1/58,1,USBNY,ADMIN,IIU,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210275,1/1/58,1,USBNY,ADMIN,IMB,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210276,1/1/58,1,USBNY,ADMIN,IMS,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210277,1/1/58,1,USBNY,ADMIN,INS,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210278,1/1/58,1,USBNY,ADMIN,INT,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210279,1/1/58,1,USBNY,ADMIN,IRH,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210280,1/1/58,1,USBNY,ADMIN,ISE,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
203817,4/30/84,2,USBNY,CAS,MUS, 373,A,WEST,N,N,Y,MUSIC,UGRD,N,Y,,50.0901,10.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
200499,8/14/01,1,USBNY,CAS,BIO, 232,A,WEST,Y,N,Y,BIOLOGY,UGRD,N,Y,,26.0101,04.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204676,8/20/01,1,USBNY,CAS,SCI, 447,A,WEST,Y,Y,Y,SCIEDUC,UGRD,N,Y,001274,13.1316,08.34,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100412,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100413,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100414,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100393,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210062,1/1/58,1,USBNY,ADMIN,HUE,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210063,1/1/58,1,USBNY,ADMIN,HUF,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210114,1/1/58,1,USBNY,ADMIN,PEC,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210064,1/1/58,1,USBNY,ADMIN,HUG,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210065,1/1/58,1,USBNY,ADMIN,HUI,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210066,1/1/58,1,USBNY,ADMIN,HUL,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210067,1/1/58,1,USBNY,ADMIN,HUM,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210076,1/1/58,1,USBNY,ADMIN,IMS,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210077,1/1/58,1,USBNY,ADMIN,INS,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210078,1/1/58,1,USBNY,ADMIN,INT,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210079,1/1/58,1,USBNY,ADMIN,IRH,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210080,1/1/58,1,USBNY,ADMIN,ISE,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210081,1/1/58,1,USBNY,ADMIN,ITL,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210082,1/1/58,1,USBNY,ADMIN,JDH,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
204125,12/31/71,1,USBNY,CAS,PHI, 274,A,WEST,N,N,Y,PHILOSOPHY,UGRD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
210245,1/1/58,1,USBNY,ADMIN,ESM,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210246,1/1/58,1,USBNY,ADMIN,ESS,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210115,1/1/58,1,USBNY,ADMIN,PHI,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210116,1/1/58,1,USBNY,ADMIN,PHY,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
204142,12/31/71,1,USBNY,CAS,PHI, 316,A,WEST,N,N,Y,PHILOSOPHY,UGRD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100489,12/31/00,1,USBNY,CAS,EGL, 399,A,WEST,N,N,Y,ENGLISH,UGRD,N,Y,,23.0101,15.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
201262,5/15/98,1,USBNY,CEAS,ESE, 120,A,WEST,Y,N,Y,ELECTRICAL,UGRD,N,Y,,14.1001,09.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100702,12/31/81,1,USBNY,PROVO,FSY, 448,A,WEST,Y,N,Y,STUDYABRD,UGRD,N,Y,,,22.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100290,12/31/00,1,USBNY,SSW,HWC, 566,A,HSC,Y,N,Y,SOCWELFARE,GRAD,N,Y,,,12.22,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
203748,4/30/81,3,USBNY,CAS,MUS, 263,A,WEST,N,N,Y,MUSIC,UGRD,N,Y,,50.0901,10.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204273,12/31/88,3,USBNY,CAS,POL, 238,A,WEST,N,N,Y,POLISCI,UGRD,N,Y,,45.1001,22.07,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204274,4/30/72,1,USBNY,CAS,POL, 151,A,WEST,N,N,Y,POLISCI,UGRD,N,Y,,45.1001,22.07,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204222,12/31/95,1,USBNY,CAS,PHY, 242,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204223,4/30/86,1,USBNY,CAS,PHY, 252,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204228,12/31/76,1,USBNY,CAS,PHY, 295,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204265,12/31/86,2,USBNY,CAS,POL, 104,A,WEST,N,N,Y,POLISCI,UGRD,N,Y,,45.1001,22.07,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100394,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100395,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100396,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100397,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
100398,1/1/58,1,USBNY,ADMIN,SKL,   3,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211207,1/1/58,1,USBNY,ADMIN,ARB,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211208,1/1/58,1,USBNY,ADMIN,ARH,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211209,1/1/58,1,USBNY,ADMIN,ARS,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211210,1/1/58,1,USBNY,ADMIN,AST,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211211,1/1/58,1,USBNY,ADMIN,ATM,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
201523,8/14/01,1,USBNY,CAS,FLC, 299,A,WEST,N,N,Y,LEARNING,UGRD,N,Y,,,15.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
201526,1/1/01,1,USBNY,CAS,FLC, 399,A,WEST,Y,N,Y,LEARNING,UGRD,N,Y,,,15.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100773,8/14/99,1,USBNY,CAS,HIS, 307,A,WEST,N,N,Y,HISTORY,UGRD,N,Y,,05.0201,22.05,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
202728,6/24/00,1,USBNY,CAS,HON, 103,A,WEST,Y,N,Y,HONORSCOL,UGRD,N,Y,,,49.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
202728,6/24/00,2,USBNY,CAS,HON, 104,A,WEST,Y,N,Y,HONORSCOL,UGRD,N,Y,,,49.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
202731,6/24/00,1,USBNY,CAS,HON, 203,A,WEST,Y,N,Y,HONORSCOL,UGRD,N,Y,,,49.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
202731,6/24/00,2,USBNY,CAS,HON, 204,A,WEST,Y,N,Y,HONORSCOL,UGRD,N,Y,,,49.99,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100512,6/24/01,1,USBNY,CAS,HUI, 439,A,WEST,N,N,Y,EUROPEAN,UGRD,N,Y,,,11.04,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
203582,12/31/99,1,USBNY,CAS,MAT, 124,A,WEST,Y,N,Y,MATHEMATIC,UGRD,N,Y,,27.0101,17.01,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
203946,6/30/01,1,USBNY,ATHL,PEC, 113,A,WEST,Y,N,Y,ATHLETICS,UGRD,N,Y,,,08.35,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204171,8/15/98,2,USBNY,CAS,PHI, 488,A,WEST,Y,N,Y,PHILOSOPHY,UGRD,N,Y,,38.0101,15.09,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
210040,1/1/58,1,USBNY,ADMIN,ESC,   1YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210254,1/1/58,1,USBNY,ADMIN,GER,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210255,1/1/58,1,USBNY,ADMIN,GRK,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210256,1/1/58,1,USBNY,ADMIN,HBM,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
210257,1/1/58,1,USBNY,ADMIN,HBW,   2YY,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
204207,8/14/86,2,USBNY,CAS,PHY, 251,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204208,4/30/77,2,USBNY,CAS,PHY, 201,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
204208,4/30/77,3,USBNY,CAS,PHY, 202,A,WEST,N,N,Y,PHYSICS,UGRD,N,Y,,40.0801,19.02,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
100220,8/20/01,1,USBNY,CAS,MAE, 330,A,WEST,Y,Y,Y,MATHEMATIC,UGRD,N,Y,000770,13.1311,08.33,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Y,,N,,,N,,,,
211212,1/1/58,1,USBNY,ADMIN,ATS,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211213,1/1/58,1,USBNY,ADMIN,BHO,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211214,1/1/58,1,USBNY,ADMIN,BIO,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211215,1/1/58,1,USBNY,ADMIN,BNG,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211216,1/1/58,1,USBNY,ADMIN,BSE,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211217,1/1/58,1,USBNY,ADMIN,BUS,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211218,1/1/58,1,USBNY,ADMIN,CBN,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211219,1/1/58,1,USBNY,ADMIN,CCS,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211220,1/1/58,1,USBNY,ADMIN,CHE,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211222,1/1/58,1,USBNY,ADMIN,CLG,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211223,1/1/58,1,USBNY,ADMIN,CLP,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211224,1/1/58,1,USBNY,ADMIN,CLS,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211225,1/1/58,1,USBNY,ADMIN,CLT,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211422,1/1/58,1,USBNY,ADMIN,CLG,   3XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211263,1/1/58,1,USBNY,ADMIN,HUF,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211264,1/1/58,1,USBNY,ADMIN,HUG,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211265,1/1/58,1,USBNY,ADMIN,HUI,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211266,1/1/58,1,USBNY,ADMIN,HUL,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211120,1/1/58,1,USBNY,ADMIN,RUS,   1XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211124,1/1/58,1,USBNY,ADMIN,SLN,   1XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211292,1/1/58,1,USBNY,ADMIN,LAC,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211293,1/1/58,1,USBNY,ADMIN,LAN,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211294,1/1/58,1,USBNY,ADMIN,LAT,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
211295,1/1/58,1,USBNY,ADMIN,LBR,   2XX,A,WEST,N,N,N,ADMINISTR,UGRD,N,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,,N,,,N,,,,
